,X,y
0,0.6591585,12.049023
1,2.0603974,15.341934
2,0.99882895,12.847248
3,-0.26802653,9.870138
4,-0.9544839,8.256963
5,0.7609885,12.288322
6,-1.7417543,6.4068775
7,0.15408228,10.862093
8,0.10385889,10.744068
9,-0.5953643,9.100894
10,-0.19142732,10.050146
11,0.568188,11.835241
12,0.6461616,12.018479
13,-0.25593835,9.898545
14,2.0220382,15.251789
15,-0.23607156,9.945231
16,-1.2019991,7.6753025
17,0.14405937,10.838539
18,-0.7108252,8.829561
19,-0.31248283,9.765665
20,0.7541237,12.27219
21,0.5762301,11.854141
22,-1.4173582,7.1692085
23,-1.1505268,7.7962623
24,0.22192828,11.021531
25,-0.80944055,8.597815
26,-0.34248808,9.695153
27,-0.7594601,8.715269
28,-2.8741992,3.7456322
29,2.2504833,15.788635
30,0.074727684,10.67561
31,-1.2564061,7.547446
32,-1.1425639,7.814975
33,1.0585502,12.987593
34,-0.5703824,9.159601
35,0.89293414,12.598395
36,-0.36444074,9.643564
37,0.6048059,11.921293
38,0.29746982,11.199054
39,0.15327807,10.860204
40,1.2284458,13.3868475
41,0.42486736,11.498438
42,-1.0616127,8.00521
43,-0.1816541,10.0731125
44,-0.95290333,8.260677
45,1.6117126,14.287524
46,1.2704105,13.485464
47,0.124586575,10.792778
48,0.14640763,10.844058
49,-2.077,5.6190505
50,1.2626739,13.467283
51,2.484211,16.337894
52,1.1140587,13.118038
53,-0.55473375,9.196376
54,-0.54270476,9.224644
55,1.0769717,13.030884
56,-1.0654771,7.996129
57,-0.4901751,9.348088
58,-0.54590386,9.217126
59,-0.92639565,8.32297
60,-0.48061985,9.3705435
61,-1.7843505,6.3067765
62,1.0585533,12.9876
63,-0.92437774,8.327712
64,0.9572597,12.74956
65,-0.3115384,9.767885
66,-0.41821164,9.517202
67,-0.7485957,8.7408
68,0.39686486,11.432632
69,0.34348717,11.307195
70,-0.48666245,9.356343
71,-0.513166,9.29406
72,-0.23764828,9.941526
73,-0.58737093,9.1196785
74,-1.290331,7.467722
75,2.0364807,15.285729
76,-0.6554173,8.959769
77,-1.6910683,6.5259895
78,1.1162655,13.123224
79,0.58925605,11.884751
80,-0.45714623,9.425707
81,-0.1677734,10.105733
82,-2.278249,5.146115
83,0.46446225,11.591486
84,0.53075415,11.7472725
85,-0.13142054,10.191162
86,-0.42648798,9.497753
87,0.83296186,12.45746
88,0.1701729,10.899906
89,1.9874554,15.17052
90,-0.484655,9.361061
91,-0.97493434,8.208904
92,-1.4742589,7.035492
93,-0.25319082,9.905002
94,0.3865598,11.408416
95,1.0239601,12.906306
96,-0.5388278,9.233755
97,0.639996,12.00399
98,0.6897497,12.120912
99,-0.35768545,9.659439
100,0.3440902,11.308612
101,1.3593414,13.694452
102,0.43654332,11.525877
103,0.008344333,10.519609
104,0.72904927,12.213265
105,-0.16355617,10.115643
106,-1.5464876,6.865754
107,0.290908,11.183634
108,-1.8587712,6.131888
109,-0.4141753,9.526688
110,-0.8508271,8.500556
111,-0.9124901,8.355648
112,0.2748978,11.146009
113,0.6327117,11.986873
114,0.19328289,10.954215
115,0.7554159,12.275228
116,1.4281373,13.856123
117,-0.4568376,9.426432
118,1.7765627,14.674922
119,-1.2778344,7.4970894
120,0.5299117,11.745293
121,1.006436,12.865125
122,-1.855149,6.1404
123,-1.5786049,6.7902784
124,0.7180034,12.187308
125,-0.53639007,9.239483
126,0.5910044,11.888861
127,0.87049085,12.545653
128,-0.83545744,8.536675
129,1.3075957,13.572849
130,0.697705,12.139606
131,0.11205726,10.763334
132,-0.5351598,9.242374
133,0.15031964,10.853251
134,-0.4102641,9.535879
135,-1.392941,7.2265887
136,0.5509805,11.794804
137,0.4655123,11.593954
138,0.65359485,12.035948
139,-1.9556165,5.9043016
140,-0.75902444,8.716292
141,-0.69817245,8.859295
142,-1.3159691,7.4074726
143,-2.8005142,3.9187918
144,-0.79992276,8.620182
145,-0.36607772,9.639717
146,0.23943278,11.062667
147,0.4035149,11.44826
148,-0.09489406,10.2769985
149,-0.18244079,10.071264
150,0.19154035,10.95012
151,-1.2816378,7.4881516
152,0.89337677,12.599436
153,-0.3493711,9.678978
154,0.37361124,11.377986
155,-1.7203249,6.457237
156,-0.50416344,9.315216
157,-0.0238665,10.443913
158,-0.79309124,8.636236
159,-1.0317402,8.075411
160,0.94337016,12.71692
161,-0.46192357,9.414479
162,0.6568857,12.043681
163,0.024037577,10.556488
164,0.7610303,12.288422
165,-0.8754096,8.442787
166,-0.062424302,10.353303
167,0.37474287,11.380646
168,-1.643947,6.6367245
169,1.058419,12.987285
170,0.43673122,11.526319
171,-0.33573663,9.711019
172,0.2900377,11.181588
173,-0.69743955,8.861017
174,0.37477702,11.380726
175,0.16160567,10.879773
176,-0.966093,8.229681
177,-0.91456175,8.3507805
178,0.01288058,10.53027
179,0.03701971,10.586996
180,-1.674458,6.565024
181,-0.6740582,8.915963
182,0.2781987,11.153767
183,-0.22621001,9.968407
184,0.31120205,11.231325
185,-1.7404811,6.4098697
186,-1.2141633,7.646716
187,0.9471484,12.725799
188,0.4573986,11.574886
189,-1.0987579,7.917919
190,-0.35951397,9.655142
191,-0.34120297,9.6981735
192,-1.3830574,7.2498155
193,-0.5006067,9.323574
194,-0.954117,8.257825
195,-1.3858317,7.2432957
196,1.6605765,14.402354
197,0.67251796,12.080418
198,0.90980166,12.638034
199,-0.5425103,9.2251005
200,0.00970415,10.522805
201,0.8839383,12.577255
202,-0.08535694,10.299411
203,-0.49599993,9.3344
204,0.6978635,12.139979
205,2.67061,16.775932
206,0.01362363,10.532016
207,-0.14394876,10.16172
208,-1.6681812,6.5797744
209,0.80787665,12.39851
210,1.1685061,13.245989
211,-1.759712,6.364677
212,1.9878398,15.171423
213,-0.21133633,10.00336
214,0.4348173,11.521821
215,0.62861496,11.977245
216,2.3022046,15.910181
217,0.2829867,11.165019
218,0.58977634,11.885974
219,-1.5591557,6.835984
220,1.2331218,13.397836
221,-0.5825877,9.1309185
222,-0.38592908,9.593067
223,-0.75701433,8.721016
224,-1.8679198,6.1103888
225,-0.8692103,8.4573555
226,-1.7484963,6.3910336
227,-0.15516864,10.135354
228,2.7862082,17.047588
229,0.1725922,10.905592
230,0.29530126,11.193958
231,0.25045344,11.088566
232,0.8526242,12.503667
233,-0.28573725,9.828518
234,-1.1912215,7.7006297
235,0.87445134,12.55496
236,-0.5466822,9.215297
237,-0.40576267,9.546457
238,-0.80713636,8.6032295
239,0.005820187,10.513678
240,0.43895468,11.531544
241,0.4454854,11.54689
242,1.6398588,14.353668
243,-0.34012803,9.700699
244,0.2948511,11.1929
245,-0.026922036,10.436733
246,0.669738,12.073884
247,-0.5396037,9.231932
248,1.4139087,13.822685
249,-0.92231625,8.332557
250,0.66754395,12.068728
251,-0.24051075,9.9348
252,-1.9497437,5.9181023
253,-1.0221571,8.097931
254,2.4569535,16.27384
255,0.021734638,10.551076
256,0.5294464,11.744199
257,0.932958,12.6924515
258,-0.58816963,9.117802
259,-0.5431989,9.223483
260,0.8716444,12.548365
261,1.1173023,13.12566
262,-0.25572276,9.899052
263,-1.6037557,6.7311745
264,0.048548575,10.614089
265,1.0103325,12.874281
266,0.31025848,11.229107
267,0.4221962,11.492161
268,0.839735,12.473377
269,1.5701423,14.189835
270,0.8523525,12.503029
271,0.4990744,11.672825
272,-1.1145521,7.8808026
273,-0.4511351,9.439833
274,-0.6062736,9.075257
275,-1.400518,7.208783
276,0.8416709,12.477926
277,-0.87257886,8.44944
278,-0.5611421,9.181316
279,1.2889483,13.529028
280,0.28309518,11.165274
281,1.1725316,13.255449
282,-1.361145,7.3013096
283,0.61154336,11.937127
284,1.256238,13.452159
285,-0.098157935,10.269329
286,-0.039251745,10.407759
287,-0.17122483,10.097622
288,-0.39402595,9.574039
289,0.013764451,10.532347
290,-0.47203094,9.390727
291,-1.4993027,6.976639
292,-1.077538,7.967786
293,0.87745947,12.56203
294,0.6983263,12.141067
295,1.2710093,13.486872
296,0.91939247,12.660572
297,1.2394428,13.412691
298,0.2235467,11.025334
299,-1.0106224,8.125037
300,0.36396444,11.355316
301,0.5173462,11.715763
302,2.2252388,15.729311
303,-0.00666473,10.484338
304,0.39201576,11.421237
305,-0.5749324,9.148909
306,0.5082804,11.694459
307,-0.90565693,8.371706
308,0.82252413,12.432932
309,1.6153498,14.296072
310,-0.15007612,10.147321
311,0.57062674,11.840973
312,-0.44064158,9.464493
313,-1.4083854,7.1902943
314,-0.081959195,10.307396
315,0.44888836,11.554888
316,0.3947026,11.427551
317,-2.9210067,3.6356344
318,-0.4319793,9.484849
319,0.9231408,12.669381
320,0.9979985,12.845297
321,0.7559104,12.276389
322,-1.0565784,8.017041
323,-0.027921746,10.434384
324,-0.30541953,9.782264
325,-0.33414263,9.714765
326,0.1964039,10.961549
327,0.013569952,10.531889
328,1.0077405,12.86819
329,2.2395093,15.762847
330,1.4670228,13.947503
331,-0.42615396,9.498538
332,0.20429572,10.980095
333,0.70109165,12.147565
334,-0.39321578,9.575943
335,0.18266642,10.929266
336,1.4778855,13.973031
337,-0.021382958,10.44975
338,1.0157975,12.887124
339,0.19790038,10.965066
340,0.55877095,11.813111
341,0.20978269,10.99299
342,0.2701881,11.134942
343,-0.0141173685,10.466825
344,-0.28079844,9.840124
345,0.33436716,11.285763
346,0.32907847,11.2733345
347,-0.46103552,9.416567
348,0.50781053,11.693355
349,-3.1526637,3.0912404
