Iteration,0,1,2,3,4,5,6,7,8,9
1,1,1,2,2,1,1,1,1,1,1
2,2,1,6,2,6,1,4,2,6,8
3,2,1,4,2,1,3,2,2,3,3
4,8,1,2,1,1,1,5,5,5,3
5,1,3,6,6,6,1,5,4,1,5
6,3,4,3,5,3,4,6,7,5,3
7,2,5,3,4,8,4,3,7,4,3
8,2,2,4,2,2,2,1,3,1,3
9,4,3,7,9,4,3,8,6,4,4
10,3,6,1,6,4,9,5,4,6,6
11,1,2,2,2,2,1,2,2,4,4
12,2,2,6,2,1,3,3,2,1,2
13,2,2,2,2,2,4,3,3,3,3
14,1,2,1,1,1,3,1,1,1,1
15,2,2,2,6,3,1,3,2,3,3
16,1,3,3,3,1,3,3,1,4,2
17,2,2,3,3,4,2,3,1,3,2
18,2,1,1,1,2,1,1,1,1,3
19,6,4,2,5,1,2,1,3,3,4
20,1,2,1,1,1,1,3,1,1,1
21,1,4,1,2,2,2,3,2,1,1
22,1,2,2,1,1,1,2,1,1,1
23,5,4,1,1,3,1,3,1,3,2
24,2,3,2,3,2,2,3,2,1,1
25,2,1,1,1,1,1,1,2,2,1
26,2,3,3,2,1,2,5,2,1,4
27,1,4,2,4,3,3,1,3,3,3
28,6,2,3,3,1,1,1,2,2,3
29,2,1,1,1,1,1,2,1,1,2
30,3,3,1,2,2,1,1,2,1,2
31,3,5,3,3,5,5,4,4,5,4
32,1,2,1,2,3,3,3,2,3,1
33,1,6,3,3,5,3,3,4,2,5
34,4,7,5,4,8,4,4,7,5,8
35,2,3,3,4,2,5,3,2,3,3
36,2,1,1,4,2,4,2,2,3,3
37,1,4,3,2,1,1,3,3,1,2
38,3,2,2,3,3,2,1,3,1,3
39,5,4,6,5,8,3,5,5,2,5
40,5,5,9,4,4,3,12,6,7,3
41,1,1,1,2,2,1,1,1,1,1
42,1,4,2,3,1,4,1,2,2,1
43,1,1,2,4,3,5,2,1,3,2
44,2,4,5,2,2,2,3,3,3,3
45,11,4,6,2,3,1,1,1,3,2
46,2,1,1,1,1,2,1,3,3,2
47,1,3,6,1,4,6,2,4,3,6
48,1,2,1,1,1,1,2,1,1,2
49,1,1,3,2,2,2,3,2,1,1
50,1,1,1,1,1,1,1,1,1,1
51,1,3,1,3,4,5,3,3,4,3
52,3,5,4,2,2,2,5,1,3,5
53,2,2,3,3,3,2,2,2,4,5
54,2,1,2,2,2,1,1,1,2,3
55,2,1,3,5,3,1,1,4,4,4
56,4,6,6,4,3,2,2,5,3,5
57,1,3,3,1,1,1,2,1,1,1
58,1,1,4,2,2,2,3,3,2,3
59,1,3,2,3,6,4,5,6,4,4
60,4,1,2,3,2,1,2,2,5,3
61,1,1,3,1,1,1,2,2,1,2
62,1,1,1,1,1,4,1,2,1,2
63,2,1,3,3,3,2,2,1,1,3
64,2,3,4,3,3,6,2,1,1,1
65,6,6,1,3,1,1,5,8,1,3
66,1,1,1,1,1,9,1,1,1,1
67,2,3,2,2,2,1,2,4,6,4
68,2,2,2,1,1,1,2,4,2,4
69,4,8,3,3,6,2,5,4,4,2
70,1,5,4,2,2,6,3,3,3,2
71,1,1,1,1,1,3,1,2,1,1
72,1,3,2,2,2,2,3,3,2,3
73,2,4,2,1,3,1,2,6,4,1
74,3,9,8,6,3,6,6,4,8,5
75,1,1,2,1,1,2,2,2,2,1
76,8,5,6,4,2,3,6,3,3,6
77,6,1,3,2,2,1,6,2,2,2
78,1,1,1,1,1,1,1,1,1,1
79,7,1,1,1,3,1,1,3,4,2
80,5,4,2,4,5,4,1,5,6,6
81,2,2,2,2,4,2,2,2,1,1
82,2,3,3,3,2,4,5,6,2,4
83,2,2,2,2,1,1,1,3,2,3
84,2,3,3,1,3,1,2,4,1,3
85,1,3,1,1,1,1,2,2,1,1
86,1,3,3,2,1,4,2,4,2,2
87,2,4,1,3,9,6,4,3,4,2
88,1,1,1,1,6,2,1,2,2,2
89,2,5,3,5,2,7,3,5,5,4
90,1,1,2,1,1,1,1,1,3,2
91,1,1,2,2,1,2,1,1,2,1
92,1,1,1,1,1,1,1,1,1,1
93,3,6,2,4,5,6,3,2,5,5
94,2,2,1,2,1,2,6,6,2,1
95,1,1,1,1,1,1,1,1,2,1
96,1,2,1,1,1,1,1,1,1,1
97,1,2,6,4,4,1,7,2,4,6
98,1,1,1,3,3,6,1,1,1,1
99,2,1,2,3,2,3,2,3,2,3
100,1,1,1,1,1,1,1,1,1,1
101,10,4,3,8,5,3,7,7,10,7
102,1,1,1,2,1,1,1,2,2,1
103,6,1,2,1,1,1,1,1,3,1
104,11,3,4,6,6,2,5,7,3,2
105,1,6,1,4,1,4,2,1,3,3
106,1,2,1,1,2,3,2,3,3,3
