Iteration,0,1,2,3,4,5,6
32490,5,5,5,5,4,5,5
32491,1,1,1,2,2,2,1
32492,5,4,5,4,4,5,4
32493,1,1,1,1,1,1,1
32494,2,2,2,2,2,2,2
32495,2,2,2,2,2,2,2
32496,2,2,2,2,2,2,2
32497,1,1,1,1,1,1,1
32498,1,2,2,2,2,1,2
32499,1,1,1,1,1,1,1
32500,1,1,1,1,1,1,1
32501,1,1,1,1,1,1,1
32502,1,1,1,1,1,1,1
32503,1,1,1,1,1,1,1
32504,2,2,2,2,2,2,2
32505,1,1,1,1,1,1,1
32506,5,2,5,5,4,2,3
32507,1,1,1,1,1,1,1
32508,2,2,2,2,2,2,2
32509,2,2,2,2,2,2,2
32510,2,2,2,2,2,1,1
32511,2,2,2,2,2,2,2
32512,2,2,2,2,2,2,2
32513,3,5,5,3,6,5,4
32514,1,1,1,2,2,2,2
32515,2,2,2,2,2,2,2
32516,2,2,2,2,2,2,2
32517,2,5,2,2,5,2,2
32518,1,1,1,1,1,1,1
32519,2,2,2,2,2,2,2
32520,2,2,2,2,2,2,2
32521,1,1,1,1,1,1,1
32522,1,1,1,1,1,1,1
32523,2,2,2,2,2,2,2
32524,1,1,1,1,1,1,1
32525,1,1,1,1,1,1,1
32526,5,5,4,5,4,5,8
32527,1,1,1,1,1,1,1
32528,1,2,1,2,2,1,1
32529,2,2,2,2,2,2,2
32530,3,2,2,2,5,4,5
32531,1,1,1,1,1,1,1
32532,2,5,4,2,5,3,5
32533,2,2,2,2,2,2,2
32534,2,2,2,2,2,2,2
32535,4,4,3,3,5,5,3
32536,1,1,1,1,1,1,1
32537,2,2,2,2,2,2,2
32538,3,2,5,5,2,3,5
32539,2,2,2,2,2,2,4
32540,2,2,2,2,2,2,2
32541,2,2,2,2,2,2,2
32542,1,2,2,1,2,2,1
32543,1,1,1,1,1,1,1
32544,2,2,2,2,1,2,2
32545,5,6,4,4,4,5,2
32546,1,1,1,1,1,1,1
32547,1,1,1,1,1,1,1
32548,5,4,2,5,2,2,4
32549,2,2,2,2,2,2,2
32550,1,1,1,1,1,1,1
32551,1,1,1,1,1,1,1
32552,3,3,3,4,5,2,2
32553,5,5,5,5,5,5,5
32554,1,1,1,1,1,1,1
32555,1,1,1,1,1,1,1
32556,2,2,2,2,2,2,2
32557,5,5,5,5,5,5,4
32558,2,2,2,2,2,2,2
32559,7,5,5,4,5,7,4
32560,1,1,1,1,1,1,1
32561,2,2,2,2,2,2,2
32562,5,5,2,7,4,2,5
32563,1,1,1,1,1,1,1
32564,3,4,4,4,4,8,5
32565,2,2,2,2,2,2,2
32566,1,1,1,1,1,1,1
32567,1,1,1,1,1,1,1
32568,1,2,1,2,2,2,1
32569,1,1,1,1,1,1,1
32570,5,5,4,7,5,3,4
32571,2,2,2,2,2,2,2
32572,4,4,8,5,8,5,5
32573,1,1,1,1,1,1,1
32574,5,2,5,2,3,5,5
32575,1,1,1,1,1,1,1
32576,1,1,1,1,1,1,1
32577,1,1,1,1,1,1,1
32578,2,2,2,2,2,2,2
32579,5,5,4,6,4,5,5
32580,1,1,1,1,1,1,1
32581,2,2,2,2,2,2,2
32582,1,1,1,1,1,1,1
32583,2,2,2,2,2,2,2
32584,2,2,1,2,2,2,2
32585,2,2,2,2,2,2,2
32586,5,8,5,2,2,5,5
32587,2,2,2,2,2,2,2
32588,2,1,2,2,1,2,2
32589,2,2,2,1,2,1,2
32590,3,2,4,5,5,2,2
32591,1,1,1,1,1,1,1
32592,1,1,1,1,1,1,1
32593,2,2,2,1,2,2,2
32594,2,2,2,2,2,2,2
32595,2,2,2,2,2,2,2
32596,5,2,4,5,5,4,4
32597,1,1,1,1,1,1,1
32598,1,1,1,1,1,1,1
32599,3,5,2,2,2,2,4
32600,2,2,2,2,2,2,2
32601,2,2,2,2,2,2,2
32602,5,8,7,5,5,5,8
32603,4,2,2,2,2,2,2
32604,2,2,2,2,2,2,2
32605,3,5,5,3,5,4,4
32606,2,2,2,2,2,2,2
32607,1,1,1,1,1,1,1
32608,1,1,1,1,1,1,1
32609,1,1,1,1,1,1,1
32610,1,1,1,1,1,1,1
32611,2,2,2,2,2,2,2
32612,5,4,6,5,5,5,5
32613,1,1,1,1,1,1,1
32614,2,5,5,5,5,5,4
32615,2,2,2,2,2,2,1
32616,2,4,4,5,2,5,2
32617,2,2,2,2,2,2,2
32618,2,2,2,2,2,2,1
32619,2,2,2,2,2,2,2
32620,1,1,1,1,1,1,1
32621,3,2,2,5,5,5,3
32622,1,1,1,1,1,1,1
32623,6,5,5,5,5,4,4
32624,1,2,2,1,2,2,2
32625,4,5,1,2,5,2,1
32626,1,1,1,1,1,1,1
32627,2,2,2,2,2,2,2
32628,2,2,4,2,5,5,4
32629,2,1,2,1,1,2,2
32630,2,2,2,2,2,2,2
32631,1,1,1,1,1,1,1
32632,2,2,5,2,2,2,5
32633,2,2,2,2,2,2,2
32634,1,1,4,3,5,4,2
32635,1,1,1,1,1,1,1
32636,1,1,1,1,1,1,1
32637,4,5,5,4,5,5,4
32638,2,2,2,2,2,2,2
32639,2,2,2,2,2,2,2
32640,1,1,1,1,1,1,1
32641,1,1,1,1,1,1,1
32642,2,3,3,4,5,5,4
32643,4,4,2,4,2,2,2
32644,1,1,1,1,1,1,1
32645,2,2,2,2,2,2,2
32646,1,1,2,2,2,1,2
32647,2,2,2,2,2,2,2
32648,2,4,3,2,5,4,3
32649,1,1,1,1,1,1,1
32650,2,4,2,2,2,2,2
32651,1,1,1,1,1,1,1
32652,2,2,2,2,2,2,2
32653,2,2,2,2,2,2,2
32654,1,1,1,1,1,1,1
32655,1,1,1,1,1,1,1
32656,1,1,1,1,1,1,1
32657,2,2,2,2,2,2,2
32658,1,1,1,1,1,1,1
32659,2,2,2,2,2,2,2
32660,2,2,2,2,2,2,2
32661,1,1,1,1,1,1,1
32662,3,2,2,2,5,3,4
32663,2,2,2,2,2,2,2
32664,5,4,5,3,3,5,5
32665,1,1,1,1,1,1,1
32666,2,2,2,2,2,2,2
32667,2,5,2,2,5,2,2
32668,1,1,1,1,1,1,1
32669,1,2,2,1,1,1,1
32670,2,2,1,2,2,1,2
32671,2,3,2,2,2,4,2
32672,1,2,2,2,2,1,2
32673,2,2,2,1,2,2,1
32674,2,2,2,5,5,4,2
32675,2,2,2,2,2,2,2
32676,2,2,2,2,2,2,2
32677,1,1,1,1,1,1,1
32678,2,4,4,4,5,2,4
32679,2,2,2,2,2,2,2
32680,1,1,1,1,1,1,1
32681,2,2,2,2,2,2,2
32682,2,1,1,2,2,1,1
32683,2,2,2,2,2,2,2
32684,2,2,2,2,2,1,2
32685,1,2,2,1,2,2,2
32686,1,1,1,1,1,1,1
32687,2,2,2,2,2,2,2
32688,1,1,1,1,1,1,1
32689,5,2,2,4,2,4,2
32690,2,2,2,2,2,2,2
32691,5,5,5,4,5,4,4
32692,4,5,2,2,5,2,4
32693,2,2,1,1,2,2,2
32694,1,1,1,1,1,1,1
32695,2,2,1,2,2,2,2
32696,2,2,2,2,2,2,2
32697,2,1,2,2,2,2,2
32698,1,1,1,1,1,1,1
32699,2,2,2,2,2,2,2
32700,1,1,1,1,1,1,1
32701,2,1,2,2,1,2,1
32702,1,1,1,1,1,1,1
32703,1,1,1,1,1,1,1
32704,2,2,2,2,2,2,2
32705,1,1,1,1,1,1,1
32706,1,1,1,1,1,1,1
32707,1,1,1,1,1,1,1
32708,4,4,5,5,5,6,4
32709,1,1,1,1,1,1,1
32710,4,2,2,2,5,4,4
32711,2,2,2,2,2,2,2
32712,1,1,1,1,1,1,1
32713,1,1,1,1,1,1,1
32714,2,2,2,2,2,2,2
32715,2,2,2,2,2,2,2
32716,1,1,1,1,1,1,1
32717,2,2,2,1,2,2,2
32718,2,2,2,2,2,2,2
32719,1,1,1,1,1,1,1
32720,2,2,2,2,2,2,2
32721,2,2,2,2,2,2,2
32722,5,2,2,2,5,2,3
32723,5,3,5,4,5,5,5
32724,1,1,1,1,1,1,1
32725,2,2,2,2,2,2,2
32726,1,1,1,1,1,1,1
32727,1,1,1,1,1,1,1
32728,2,2,1,2,1,2,2
32729,1,1,1,1,1,1,1
32730,8,4,6,4,4,4,4
32731,1,1,1,1,1,1,1
32732,2,2,2,2,2,2,2
32733,1,1,1,1,1,1,1
32734,2,2,2,2,2,2,2
32735,2,2,2,2,1,1,2
32736,1,1,1,1,1,1,1
32737,2,2,2,2,2,2,2
32738,1,1,1,1,1,1,1
32739,2,1,2,2,2,2,2
32740,1,1,1,1,1,1,1
32741,1,1,1,1,1,1,1
32742,2,2,2,2,2,2,2
32743,5,4,5,5,4,2,5
32744,1,1,2,2,2,2,1
32745,2,2,2,2,2,2,2
32746,1,1,1,1,1,1,1
32747,2,2,2,2,2,2,2
32748,3,3,5,4,4,3,5
32749,2,2,2,2,2,2,2
32750,1,1,1,1,1,1,1
32751,5,2,2,2,5,3,5
32752,1,1,1,1,1,1,1
32753,2,2,2,2,2,2,2
32754,2,2,2,2,2,2,2
32755,2,7,8,4,5,6,4
32756,5,5,5,5,5,5,4
32757,1,2,2,1,2,2,2
32758,1,1,1,1,1,1,1
32759,2,2,2,2,2,2,2
32760,2,2,2,2,2,2,2
32761,2,2,2,2,2,2,2
32762,1,1,1,1,1,1,1
32763,2,2,2,2,2,2,2
32764,1,1,1,1,1,1,1
32765,1,2,2,2,1,2,1
32766,4,5,5,5,2,5,2
32767,2,4,4,4,5,5,2
32768,2,2,2,2,2,2,2
32769,1,2,2,2,1,2,1
32770,1,1,1,1,1,1,1
32771,2,2,2,2,2,2,2
32772,1,1,1,1,1,1,1
32773,1,1,1,1,1,1,1
32774,5,5,5,4,4,4,5
32775,2,2,2,1,2,2,1
32776,2,2,2,2,2,2,2
32777,1,1,1,1,1,1,1
32778,2,2,3,2,2,4,4
32779,1,1,1,1,1,1,1
32780,2,2,1,1,2,1,2
32781,1,2,2,2,2,1,1
32782,5,5,5,4,5,5,4
32783,2,2,2,2,2,2,2
32784,1,1,1,1,1,1,1
32785,2,5,4,2,1,1,4
32786,5,7,5,3,8,4,4
32787,4,5,4,5,4,2,2
32788,5,3,5,5,5,3,4
32789,1,1,1,1,1,1,1
32790,1,1,1,1,1,1,1
32791,2,2,2,1,2,2,2
32792,2,5,3,3,5,5,4
32793,2,2,2,2,2,2,2
32794,1,1,1,1,1,1,1
32795,1,1,1,1,1,1,1
32796,2,2,1,2,2,2,1
32797,1,1,1,1,1,1,1
32798,1,2,2,1,2,2,2
32799,5,4,5,2,5,3,3
32800,1,2,2,2,2,2,2
32801,2,2,2,2,2,2,1
32802,2,2,2,2,2,2,2
32803,2,3,3,4,4,5,5
32804,1,1,1,1,1,1,1
32805,1,1,1,1,1,1,1
32806,3,5,5,5,4,5,4
32807,2,2,2,2,2,2,2
32808,1,1,1,1,1,1,1
32809,2,2,2,2,2,2,2
32810,5,2,5,5,5,4,5
32811,5,4,5,6,5,4,4
32812,2,2,2,2,2,2,2
32813,1,1,1,1,1,1,1
32814,2,2,2,2,2,2,2
32815,5,5,4,3,3,5,4
32816,2,2,2,2,2,2,2
32817,2,2,1,1,2,2,1
32818,2,2,2,2,2,2,2
32819,1,1,1,1,1,1,1
32820,1,1,1,1,1,1,1
32821,2,2,2,2,2,2,2
32822,1,1,1,1,1,1,1
32823,2,2,2,2,2,2,2
32824,2,2,2,2,2,2,2
32825,2,2,2,2,2,2,2
32826,2,2,2,2,2,2,2
32827,1,2,1,2,2,2,1
32828,1,1,1,1,1,1,1
32829,1,1,1,1,1,1,1
32830,2,2,2,2,2,2,2
32831,5,5,3,5,4,3,4
32832,2,2,2,2,2,2,2
32833,1,1,1,1,1,1,1
32834,2,2,2,2,2,2,2
32835,1,2,2,1,2,2,1
32836,2,1,2,2,2,1,2
32837,5,4,5,5,4,5,4
32838,2,2,2,2,2,2,2
32839,5,4,3,4,5,5,5
32840,5,4,5,4,7,5,4
32841,3,2,2,5,4,4,4
32842,5,5,2,4,5,2,4
32843,1,1,1,1,1,1,1
32844,1,1,1,1,1,1,1
32845,2,2,1,2,2,1,2
32846,2,2,2,2,2,2,2
32847,1,2,1,1,2,2,2
32848,1,1,1,1,1,1,1
32849,1,1,1,1,1,1,1
32850,2,2,2,2,2,2,2
32851,2,2,2,2,2,2,2
32852,2,2,2,2,2,2,2
32853,2,2,2,2,2,2,2
32854,5,2,2,2,2,2,4
32855,1,1,1,1,1,1,1
32856,1,1,1,1,1,1,1
32857,1,1,1,1,1,1,1
32858,5,4,5,7,2,11,6
32859,5,8,5,4,5,3,6
32860,2,2,2,2,2,2,2
32861,2,2,2,2,2,2,2
32862,1,1,1,1,1,1,1
32863,2,2,2,2,2,2,2
32864,4,4,1,3,1,4,1
32865,3,5,4,4,5,5,4
32866,1,1,1,1,1,1,1
32867,1,1,1,1,1,1,1
32868,1,1,1,1,1,1,1
32869,2,2,2,2,2,2,2
32870,2,2,2,2,2,2,2
32871,1,1,1,1,1,1,1
32872,3,2,2,4,2,2,2
32873,1,1,1,1,1,1,1
32874,1,1,1,1,1,1,1
32875,2,2,2,2,2,2,2
32876,2,2,2,2,2,2,1
32877,5,4,5,3,2,5,5
32878,5,3,5,2,5,5,2
32879,1,1,1,1,1,1,1
32880,1,1,1,1,1,1,1
32881,1,1,1,1,1,1,1
32882,2,2,2,1,2,2,2
32883,2,2,1,1,2,2,2
32884,1,1,1,1,1,1,1
32885,2,5,5,5,4,2,3
32886,1,1,1,1,1,1,1
32887,5,5,5,3,4,5,4
32888,4,5,2,2,2,4,2
32889,1,1,1,1,1,1,1
32890,2,2,2,2,2,2,2
32891,1,1,1,1,1,1,1
32892,5,2,2,2,5,5,2
32893,2,1,2,2,2,2,2
32894,1,2,2,2,1,1,2
32895,1,1,1,1,1,1,1
32896,2,2,2,2,2,2,2
32897,4,2,2,2,5,2,2
32898,1,1,1,1,1,1,1
32899,5,4,5,2,4,2,3
32900,2,2,2,2,2,2,2
32901,1,1,1,1,1,1,1
32902,1,1,1,1,1,1,1
32903,1,1,1,1,1,1,1
32904,2,2,2,2,2,2,2
32905,1,1,1,1,1,1,1
32906,2,2,2,2,2,1,2
32907,2,1,2,2,1,1,2
32908,1,1,1,1,1,1,1
32909,1,1,1,1,1,1,1
32910,1,1,1,1,1,1,1
32911,1,2,2,1,2,2,1
32912,2,2,2,2,2,2,2
32913,4,2,5,5,8,5,5
32914,2,2,2,2,2,2,2
32915,5,3,2,2,5,5,4
32916,1,1,1,1,1,1,1
32917,1,1,1,1,1,1,1
32918,2,2,4,7,2,2,4
32919,1,1,1,1,1,1,1
32920,2,2,2,2,2,2,2
32921,2,2,2,2,2,2,2
32922,2,2,2,2,2,2,2
32923,1,1,1,1,1,1,1
32924,1,1,1,1,1,1,1
32925,2,2,2,2,2,2,2
32926,2,4,2,5,2,2,4
32927,1,1,2,2,1,2,1
32928,2,2,2,2,2,2,2
32929,2,2,2,2,2,2,2
32930,1,1,1,1,1,1,1
32931,1,1,1,1,1,1,1
32932,1,1,1,1,1,1,1
32933,5,4,2,2,4,3,4
32934,1,1,1,1,1,1,1
32935,2,2,2,2,2,2,2
32936,2,2,2,2,2,2,2
32937,2,2,1,1,2,2,1
32938,1,1,1,1,1,1,1
32939,1,1,1,1,1,1,1
32940,2,2,2,2,2,2,2
32941,1,1,1,1,1,1,1
32942,1,1,1,1,1,1,1
32943,1,1,1,1,1,1,1
32944,1,1,1,1,1,1,1
32945,1,1,1,1,1,1,1
32946,1,1,1,1,1,1,1
32947,1,1,1,1,1,1,1
32948,2,2,1,1,1,2,1
32949,1,1,1,1,1,1,1
32950,1,1,1,1,1,1,1
32951,4,5,4,5,5,4,4
32952,2,2,2,2,2,2,2
32953,2,2,2,2,2,2,2
32954,1,1,1,1,1,1,1
32955,4,5,2,4,2,5,2
32956,2,2,2,2,2,2,2
32957,2,2,2,2,2,2,2
32958,2,2,2,2,2,2,2
32959,8,7,5,5,4,5,5
32960,5,5,2,2,2,2,4
32961,5,3,3,3,4,4,5
32962,2,2,2,2,2,2,2
32963,4,5,2,2,2,2,2
32964,8,4,5,4,4,4,5
32965,1,1,1,1,1,1,1
32966,1,1,1,2,1,1,2
32967,1,1,1,1,1,1,1
32968,1,1,1,1,1,1,1
32969,2,5,5,5,5,5,4
32970,4,8,7,5,5,4,5
32971,2,2,2,2,2,2,2
32972,2,2,2,2,2,2,2
32973,2,2,2,2,2,2,2
32974,1,1,1,1,1,1,1
32975,1,1,1,1,1,1,1
32976,5,2,6,2,2,2,4
32977,5,3,4,5,2,5,2
32978,8,4,8,5,5,5,8
32979,3,5,4,5,5,5,4
32980,1,1,1,1,1,1,1
32981,3,4,5,4,3,4,4
32982,5,5,3,4,5,5,4
32983,2,1,2,2,2,1,2
32984,2,2,2,2,2,2,2
32985,4,4,5,2,2,4,4
32986,1,1,1,1,1,1,1
32987,1,1,1,1,1,1,1
32988,1,1,1,1,1,1,1
32989,2,2,2,2,2,2,4
32990,1,1,1,1,1,1,1
32991,1,1,1,1,1,1,1
32992,1,1,1,1,1,1,1
32993,2,2,1,2,1,2,2
32994,2,2,2,2,2,2,2
32995,1,1,1,1,1,1,1
32996,5,5,5,5,3,5,4
32997,2,2,2,2,2,2,2
32998,5,5,5,5,5,5,3
32999,5,4,4,2,2,2,4
33000,1,1,1,1,1,1,1
33001,5,4,2,4,5,4,4
33002,2,2,2,2,2,2,2
33003,5,5,2,4,2,5,2
33004,2,2,3,3,5,3,4
33005,1,1,1,1,1,1,1
33006,2,2,2,2,2,2,2
33007,5,5,4,3,4,5,4
33008,2,2,2,5,4,2,2
33009,4,5,2,2,7,8,7
33010,2,2,2,2,2,2,2
33011,1,1,1,1,1,1,1
33012,2,2,2,2,2,2,2
33013,1,2,1,1,2,2,2
33014,1,1,1,1,1,1,1
33015,2,1,1,1,2,2,2
33016,1,1,1,1,2,2,2
33017,1,1,1,1,1,1,1
33018,1,1,1,1,1,1,1
33019,1,1,1,1,1,1,1
33020,1,1,1,1,1,1,1
33021,5,3,4,4,2,5,5
33022,1,1,1,1,1,1,1
33023,2,2,2,2,2,2,2
33024,1,1,1,1,1,1,1
33025,5,3,5,3,4,5,4
33026,2,2,2,2,2,2,2
33027,1,2,2,1,1,1,1
33028,1,1,1,1,1,1,1
33029,2,2,2,2,2,2,2
33030,5,4,7,4,5,2,5
33031,1,1,1,1,1,1,1
33032,5,3,2,4,5,2,2
33033,2,2,2,2,2,2,2
33034,1,1,1,1,1,1,1
33035,1,1,1,1,1,1,1
33036,2,2,2,2,2,2,2
33037,2,4,5,5,2,4,3
33038,2,2,2,1,2,1,2
33039,1,1,1,1,1,1,1
33040,1,2,1,2,2,2,2
33041,1,1,1,1,1,1,1
33042,1,1,1,1,1,1,1
33043,1,1,1,1,1,1,1
33044,2,2,2,2,2,2,2
33045,1,1,1,1,1,1,1
33046,2,2,2,2,2,2,2
33047,1,1,1,1,1,1,1
33048,2,2,2,2,2,2,2
33049,4,4,5,5,5,4,5
33050,3,5,5,5,5,5,4
33051,5,4,4,5,4,4,4
33052,8,6,5,5,5,4,4
33053,1,1,1,1,1,1,1
33054,1,1,1,1,1,1,1
33055,5,3,5,3,5,4,5
33056,2,2,2,2,2,2,2
33057,2,2,2,2,2,2,2
33058,2,5,2,2,3,2,2
33059,2,2,2,2,2,2,2
33060,4,5,4,5,4,5,5
33061,2,2,2,2,2,2,4
33062,5,4,2,2,2,4,4
33063,2,2,2,2,2,2,2
33064,2,2,2,2,2,2,2
33065,1,1,1,1,1,1,1
33066,2,2,2,2,2,1,1
33067,2,2,2,2,2,2,2
33068,1,1,1,1,1,1,1
33069,2,2,2,2,2,2,2
33070,2,2,2,2,2,2,2
33071,1,1,1,1,1,1,1
33072,1,1,1,1,1,1,1
33073,2,2,2,2,2,2,4
33074,3,4,4,4,5,4,4
33075,1,1,1,1,1,1,1
33076,2,2,2,3,5,2,2
33077,5,4,4,3,5,4,4
33078,1,1,1,1,1,1,1
33079,5,5,2,5,2,3,2
33080,1,1,1,1,1,1,1
33081,2,2,2,2,2,2,2
33082,2,2,2,2,2,2,2
33083,1,2,1,1,2,1,2
33084,2,2,2,2,2,2,2
33085,2,1,1,2,2,1,2
33086,2,2,2,2,2,2,2
33087,6,8,7,4,4,5,4
33088,1,1,1,1,1,1,1
33089,2,2,2,2,1,2,2
33090,5,2,8,3,5,2,2
33091,3,5,5,5,5,5,5
33092,1,1,1,1,1,1,1
33093,2,2,2,2,2,2,2
33094,2,2,2,2,2,2,2
33095,2,2,2,2,2,2,2
33096,1,1,1,1,1,1,1
33097,2,2,2,2,1,1,2
33098,4,8,4,5,5,5,8
33099,2,2,2,2,2,2,2
33100,1,1,1,1,1,1,1
33101,2,2,2,2,2,2,2
33102,2,2,2,2,2,2,2
33103,5,5,4,2,5,2,4
33104,2,1,1,1,1,2,2
33105,2,2,2,2,2,2,2
33106,2,2,2,2,1,2,2
33107,4,5,2,2,2,2,4
33108,2,3,2,2,4,4,5
33109,1,4,5,4,5,2,2
33110,1,2,2,1,2,2,2
33111,2,2,2,2,2,2,2
33112,1,1,1,1,1,1,1
33113,2,2,2,2,2,2,2
33114,1,1,1,1,1,1,1
33115,2,2,2,2,2,2,2
33116,1,1,1,1,1,1,1
33117,2,2,2,2,2,2,2
33118,1,1,1,1,1,1,1
33119,2,2,2,2,2,2,2
33120,1,1,1,1,1,1,1
33121,2,2,2,2,2,2,2
33122,2,2,2,2,2,2,2
33123,5,5,11,6,5,5,5
33124,4,8,3,5,3,5,4
33125,2,2,2,2,1,1,2
33126,2,2,2,1,2,2,2
33127,2,2,1,1,2,1,2
33128,1,1,1,1,1,1,1
33129,5,3,5,5,4,4,4
33130,2,2,2,2,2,2,2
33131,2,2,2,2,2,2,2
33132,2,5,2,4,4,4,5
33133,2,2,2,2,2,2,2
33134,5,2,2,4,5,5,2
33135,1,1,1,2,2,2,2
33136,1,1,1,1,1,1,1
33137,2,2,5,4,2,2,2
33138,2,2,2,2,1,1,1
33139,2,2,2,2,2,2,2
33140,2,4,6,4,5,2,4
33141,2,2,2,2,2,2,2
33142,1,1,1,1,1,1,1
33143,4,5,2,3,5,4,8
33144,4,5,7,3,5,5,4
33145,1,1,1,1,1,1,1
33146,3,5,3,3,8,5,5
33147,2,2,2,2,2,2,2
33148,5,2,3,4,5,2,2
33149,2,2,2,2,2,2,2
33150,4,2,4,4,5,2,2
33151,1,1,1,1,1,1,1
33152,1,1,1,1,1,1,1
33153,1,1,1,1,1,1,1
33154,2,3,5,4,4,4,2
33155,1,1,1,1,1,1,1
33156,1,1,1,1,1,1,1
33157,8,4,5,10,5,4,6
33158,1,1,1,1,1,1,1
33159,5,4,3,4,3,5,4
33160,2,1,1,1,2,2,1
33161,2,2,2,2,2,2,2
33162,2,2,2,2,2,2,2
33163,1,1,2,2,2,2,1
33164,5,3,5,4,4,4,4
33165,2,2,2,2,2,2,2
33166,1,2,2,1,2,1,2
33167,4,4,4,4,5,5,5
33168,2,2,2,2,2,2,2
33169,1,1,1,1,1,1,1
33170,5,5,5,4,5,4,4
33171,2,2,2,2,2,2,2
33172,1,1,1,1,1,1,1
33173,2,2,2,2,2,2,2
33174,2,2,2,2,2,2,2
33175,2,2,2,2,2,2,2
33176,1,1,1,1,1,1,1
33177,2,2,2,2,2,2,2
33178,2,4,2,4,4,5,5
33179,2,6,4,2,2,4,4
33180,2,2,2,2,2,2,2
33181,2,2,2,2,2,2,2
33182,1,1,1,1,1,1,1
33183,2,2,2,2,2,2,2
33184,2,2,2,2,2,2,2
33185,1,2,1,2,1,2,2
33186,1,1,1,1,1,1,1
33187,1,1,1,1,1,1,1
33188,2,2,2,2,2,2,2
33189,2,2,2,2,2,2,4
33190,2,5,5,4,5,4,3
33191,5,5,2,5,3,4,4
33192,1,1,1,1,1,1,1
33193,1,1,1,1,1,1,1
33194,3,2,2,7,4,4,4
33195,2,2,2,2,2,2,2
33196,1,1,1,1,1,1,1
33197,5,2,2,4,4,4,2
33198,2,2,2,2,2,2,2
33199,8,8,5,5,4,4,2
33200,1,1,1,1,1,1,1
33201,2,2,2,2,2,2,2
33202,1,1,1,1,1,1,1
33203,5,5,4,5,5,4,5
33204,1,1,1,1,1,1,1
33205,5,8,4,5,5,3,2
33206,1,1,1,1,1,1,1
33207,2,2,2,2,2,2,2
33208,3,3,7,4,3,2,5
33209,1,1,1,1,1,1,1
33210,1,1,1,1,1,1,1
33211,1,1,1,1,1,1,1
33212,4,3,5,6,5,5,4
33213,2,2,2,2,2,2,2
33214,2,2,2,2,2,2,2
33215,1,2,2,1,2,2,1
33216,2,2,2,2,2,2,2
33217,1,1,1,1,1,1,1
33218,1,1,1,1,1,1,1
33219,1,1,2,2,1,2,1
33220,5,2,2,2,2,3,2
33221,5,6,5,7,4,5,6
33222,2,2,2,2,2,2,2
33223,4,2,2,8,5,4,4
33224,2,2,2,2,2,2,2
33225,1,1,1,1,1,1,1
33226,2,2,2,2,4,2,2
33227,2,2,2,2,2,2,2
33228,2,2,5,5,2,5,4
33229,5,5,5,3,5,5,4
33230,2,3,5,2,5,2,2
33231,1,1,1,1,1,1,1
33232,1,1,1,1,1,1,1
33233,3,2,2,5,4,5,4
33234,2,2,2,2,2,2,2
33235,2,2,2,2,2,2,2
33236,4,5,2,2,5,4,4
33237,2,2,2,2,2,2,2
33238,2,2,2,2,2,2,2
33239,2,2,2,2,2,2,2
33240,1,1,1,1,1,1,1
33241,2,2,2,2,2,2,2
33242,7,4,11,4,5,4,5
33243,2,2,2,2,2,2,2
33244,2,2,2,2,2,2,2
33245,1,1,1,1,1,1,1
33246,1,2,2,1,2,1,2
33247,5,3,4,4,3,4,4
33248,2,2,2,2,2,2,2
33249,1,1,1,1,1,1,1
33250,1,1,1,1,1,1,1
33251,1,1,1,1,1,1,1
33252,1,1,1,1,1,1,1
33253,1,1,1,1,1,1,1
33254,1,1,1,1,1,1,1
33255,1,1,1,1,1,1,1
33256,2,2,2,2,2,2,2
33257,2,4,4,4,5,4,5
33258,2,2,2,2,1,1,1
33259,5,5,5,4,4,4,4
33260,2,2,2,2,2,2,2
33261,1,1,2,2,2,2,1
33262,1,1,1,1,1,1,1
33263,1,1,1,1,1,1,1
33264,1,2,2,2,2,1,2
33265,2,2,2,2,2,2,2
33266,2,2,2,2,2,2,2
33267,2,2,2,2,2,2,2
33268,2,2,2,2,2,2,2
33269,4,5,2,5,4,4,2
33270,2,2,2,2,1,2,1
33271,2,2,2,2,2,2,2
33272,1,1,1,1,1,1,1
33273,2,5,2,2,2,2,4
33274,1,1,1,1,1,1,1
33275,3,4,5,5,4,5,5
33276,2,4,4,5,4,2,2
33277,5,3,2,2,2,5,5
33278,5,5,5,4,4,5,4
33279,5,4,4,5,4,2,4
33280,2,2,2,2,4,3,2
33281,3,5,5,5,5,5,5
33282,1,1,1,1,1,1,1
33283,2,2,2,2,2,2,2
33284,1,1,1,1,1,1,1
33285,2,2,2,2,2,2,2
33286,8,3,3,4,4,5,4
33287,2,2,2,2,2,2,2
33288,1,1,1,1,1,1,1
33289,1,1,1,1,1,1,1
33290,2,2,2,2,2,2,2
33291,2,2,2,2,2,2,2
33292,1,1,1,1,1,1,1
33293,1,1,2,2,2,2,2
33294,1,1,1,1,1,1,1
33295,1,1,1,1,1,1,1
33296,4,2,4,3,5,4,4
33297,1,1,1,1,1,1,1
33298,1,1,1,1,1,1,1
33299,4,5,4,6,5,7,8
33300,1,1,1,1,1,1,1
33301,2,2,2,2,2,2,2
33302,5,2,4,4,2,4,4
33303,4,3,5,3,5,3,4
33304,2,2,2,2,2,2,2
33305,2,2,2,2,2,2,2
33306,1,1,1,1,1,1,1
33307,5,4,4,2,4,2,4
33308,3,5,5,4,4,5,4
33309,5,4,2,5,4,2,2
33310,5,5,7,5,5,4,4
33311,1,1,1,1,1,1,1
